Category,Article
economy,"40대 직장인 A씨. 그는 이른바 N잡러다. 직장에서 받은 월급 외에 주식투자로 받은 배당, 상가의 임대 소득 등이 만만치 않다. A씨처럼 월급 외에도 부수입을 연.."
economy,여야와 정부가 25일 연금개혁 실무협의를 진행했지만 빈손으로 끝났다. 보험료율을 현재의 9%에서 13%로 올리자는 데는 여야가 합의를 했으나 소득대체율을 놓고..
economy,재작년 임금근로 일자리소득이 2.7% 늘어나는 데 그쳤다. 이는 관련 통계를 집계한 이래 최소폭 증가다.통계청이 25일 발표한 `2023년 임금근로일자리 소득(보수..
economy,"고령층에게 주는 기초연금 선정 기준을 `중위소득 50% 이하`로 바꾸면 기존 대비 재정 지출을 약 47%, 금액으로는 연 평균 9조5000억원 가량 절감할 수 있다는.."
economy,"코스피가 전 거래일보다 14.98포인트 내린 2,630.29로 마감한 25일 서울 중구 하나은행 본점 딜링룸에서 직원들이 업무를 보고 있다. 코스닥은 3.90포인트 내린.."
economy,"코스피가 전 거래일보다 14.98포인트 내린 2,630.29로 마감한 25일 서울 중구 하나은행 본점 딜링룸에서 직원들이 업무를 보고 있다. 코스닥은 3.90포인트 내린.."
economy,"코스피가 전 거래일보다 14.98포인트 내린 2,630.29로 마감한 25일 서울 중구 하나은행 본점 딜링룸에서 직원들이 업무를 보고 있다. 코스닥은 3.90포인트 내린.."
society,감사원은 27일 채용 비리에 연루된 선거관리위원회 전·현직 직원 32명에 대해 선관위에 징계를 요구하거나 비위 내용을 통보했다고 밝혔다.감사원은 7개 시도선..
society,"경기도가 올해 광주 목현천, 평택 통복천 등 2개 하천에서 생태하천복원사업을 시작한다.도에 따르면 생태하천복원사업은 복개, 옹벽, 콘크리트 보 등 인공구조.."
society,경기도가 기후테크 스타트업을 글로벌 유니콘 기업으로 육성하는 `기후테크 스타트업 육성 2기`에 394개의 기업이 몰려 경쟁률 12대 1을 기록했다.도에 따르면..
society,헌법재판소는 감사원이 중앙선거관리위원회에 대해 채용 등 인력관리 실태에 관한 직무감찰을 벌인 것은 선관위의 독립성을 침해한 행위라고 판단했다. 헌재는..
society,"경기콘텐츠진흥원(원장 탁용석, 이하 경콘진)이 `K-콘텐츠 IP 융·복합 제작지원 - 중소IP도약` 사업에 참여할 기업을 3월 31일까지 모집한다.`K-콘텐츠 IP 융·.."
society,헌법재판소는 마은혁 헌법재판관 후보자 임명 보류 관련 권한쟁의 사건을 일부 인용했다.헌재는 27일 우원식 국회의장이 최상목 대통령 권한대행을 상대로 낸 권..
society,"[속보] 헌재 ""마은혁 임명 거부 `헌법재판소 구성권` 침해"""
society,"경기도가 차세대 반도체, 첨단 모빌리티 등 핵심 산업 분야의 소재·부품·장비(이하 소부장) 기술 자립을 위한 본격적인 기업 지원에 나선다. 경기도경제과학진.."
society,"임태희 경기도교육감이 26일(현지시간) 대한민국 교육감 최초로 미국 하버드대 강단에 섰다. 하버드대 대학원생과 교수, 학교 관계자 등 150여 명이 참석한 이번.."
society,수원특례시가 지난해 하반기에 역대 최고치의 고용률을 기록한 것으로 나타났다.시는 27일 통계청이 주관한 `2024년 하반기 지역별고용조사`에 따르면 2024년 하..
society,헌법재판소는 최상목 대통령 권한대행 부총리 겸 기획재정부 장관이 마은혁 재판관 후보자를 임명하지 않은 것은 국회의 권한을 침해한 위법한 행위라고 결정했..
society,김태영 전 국방부 장관이 26일 76세를 일기로 별세했다. 서울 출생인 김 전 장관은 육군사관학교 29기로 △6포병 여단장 △23사단장 △국방부 정책기획국장 △수..
international,"트럼프 高관세 부과, 美경제에 빨간불… 값싼 수입 중국산, 공식통계보다 많아"
international,"폐렴으로 입원 중인 프란치스코 교황이 평온한 밤을 지냈다고 교황청이 23일(현지시간) 아침 밝혔다. 바티칸은 ""밤이 평온하게 지나갔고 교황은 휴식을 취했다"".."
international,폐렴 진단을 받고 9일째 입원 중인 프란치스코 교황이 22일(현지시간) 한때 호흡곤란 증세를 겪는 등 병세가 계속 위중한 상황인 것으로 전해졌다.교황청은 이날..
international,저출산 여파로 인해 대만의 노동인구가 매년 20만명씩 감소할 것이란 분석이 나와 주목된다.23일 자유시보 등 대만언론은 대만 국가발전위원회(NDC)의 최신 인구..
international,도널드 트럼프 대통령이 팔레스타인 주민들을 이주시키고 미국이 가자지구를 장악해 재건하겠다는 구상에서 한발 뒤로 물러섰다.트럼프 대통령은 22일(현지시간)..
international,북한이 미국의 글로벌호크(RQ-4)를 모방한 고고도 무인정찰기의 대형 버전을 시험 중인 것으로 관측된다.20일(현지시간) 미국 내 북한 전문매체 NK뉴스의 프리미..
international,미국과 우크라이나의 희토류 자원 협상이 조만간 타결될 것으로 보인다. 하지만 합의 과정에서 우주기업 스페이스X의 위성 인터넷 서비스 `스타링크` 차단할 수..
international,미국과 유럽 등 기업에 취업하기 위해 허위 이력서와 온라인 프로필 생성 등에 챗GPT를 이용한 북한 계정이 발각됐다.22일 연합뉴스에 따르면 오픈AI는 악의적..
international,"하루 6번, 소변은 2분 내 해결하지 못하면 월급을 깎았던 중국 기업이 네티즌들의 뭇매를 맞았다.  중국 관영 영자지 글로벌타임스는 중국 남부 광둥성 포산시의.."
international,"도널드 트럼프 대통령 1기 행정부에서 일했던 윌버 로스 전 상무장관이 ""트럼프 대통령이 여러 나라에 자신이 원하는 것을 실행시키기 위한 교환조건으로 관세를.."
international,미국이 중국의 대미 투자와 미국 뿐 아니라 동맹국의 대중 투자를 차단하는 정책을 추진한다. 그러면서도 동맹의 투자는 `패스트트랙`을 도입해 적극 권장하기로..
international,도널드 트럼프 미국 대통령의 인사 칼바람이 매섭다. 21일(현지시간) 하루 동안 합동참모본부 의장과 이민세관단속국(ICE) 국장 직무대행을 전격 경질하는 등 주..
international,친러·친북 행보를 이어가는 등 바이든 전 정부와 상반된 행보를 이어가던 도널드 트럼프 미국 대통령이 결국 찰스 브라운 합동참모본부 의장을 전격 경질했다.A..
sports,"[오늘의 DT인] ""하나다움이란 DNA로 성장… 밸류업 드라이브 통해 4조 클럽 도전장"""
sports,"△ 박경추(향년 82세)씨 별세, 박순철·박효철(한전원자력연료 비상계획관)씨 부친상, 김현주(서울 해상병원 수간호사)씨 시부상 = 10일 오후 6시, 인천온누리병원 장례식장 2호실(11일 오전 10시부터 조문 가능), 발인 13일 오전 1.."
sports,"△유귀환(향년 78세)씨 별세, 전창엽씨 남편상, 유명현씨 부친상, 박종현(한국기자협회장·세계일보 국장석)씨 장인상 = 10일 오전 1시30분, 국립중앙의료원 장례식장 302호실, 발인 12일 오전 4시40분, 장지 국립괴산호국원. (02)2.."
sports,성우 겸 배우 최병학이 지난 8일 85세를 일기로 세상을 떠났다.10일 유족에 따르면 고인은 이날 오후 급성 심근경색으로 별세했다.1940년 경북 예천에서 태어난..
sports,"△ 우달웅(향년 87세)씨 별세, 강경자씨 남편상, 우병현(아시아경제 대표이사)·우병진(에코윌 대표이사)씨 부친상 = 9일 오후 3시, 서울대병원 장례식장 1호실, 발인 12일 오전 9시. (02)2072-2091 △ 유외석씨 별세, 이병환(성주.."
sports,이상현 세종연구소 수석연구위원 제안미국 전술핵의 순환배치가 북핵  확장억제 강화 방안으로 효과적이라는 전문가 제안이 나왔다. 이상현 세종연구소 수석연구..
sports,한반도청년미래포럼은 오는 21일 호텔 글래드 여의도에서 `한반도 차세대 네트워킹 컨퍼런스 - 한반도와 북한 인권의 미래를 그리다`를 개최한다고 7일 밝혔다...
sports,"△ 최순금(향년 86세)씨 별세, 이유현(전 스포츠조선 차장)씨 모친상, 홍지희(한태교류센터 KTCC 대표)씨 시모상 = 6일 오전 4시55분, 안산사랑의병원 장례식장 특실, 발인 8일 오전 8시, 장지 여주시 선영. (031)437-4000 △ 김남.."
sports,"△ 김우정씨 별세, 최성호(㈜트러스트모기지 대표)·최성필(한국철도공사 책임연구원)·최영미(DB 손해보험 다이렉트 주임)·최선희·최은정(제주제시아카데미 대표원장)씨 모친상, 임현분(현대자동차 팀장)·이나라(강남차병원 부.."
sports,"△ 장정숙(향년 79세)씨 별세, 곽혜경(춘천시 통합돌봄과장)씨 모친상, 최우홍(홍천부군수)씨 장모상 = 4일 오전, 교원예움 강원장례식장, 발인 6일 오전 9시. (033)261-4441 △ 김선옥(향년 66세)씨 별세, 김영호(브릿지경제신문.."
sports,"△ 박종헌(향년 93세)씨 별세, 박명호(동국대 정치외교학과 교수)·박인옥·박선옥씨 부친상, 황경해씨 시부상, 정진수씨 장인상 = 3일 오후 9시30분, 동국대 일산장례식장 7호실, 발인 5일 오전 6시45분, 장지 인천가족공원. (031).."
sports,"[부고] 박명호(동국대 정치외교학과 교수)씨 부친상 ▲ 박종헌(향년 93세)씨 별세, 박명호(동국대 정치외교학과 교수)·박인옥·박선옥씨 부친상, 황경해씨 시부상, 정진수씨 장인상 = 3일 오후 9시30분, 동국대 일산장례식장 7호실.."
sports,"[부고] 박찬수(뉴스1 대전충남취재본부 국장)씨 부친상▲ 박종둔 씨 별세, 박찬수(뉴스1 대전충남본부 국장) 씨 부친상 = 1일 오후 5시 30분, 대전시 서구 대청병원 장례식장 특1호실, 발인 3일 오전 9시 30분"
politics,각종 청탁·편법 채용… 선관위 채용비리 적발
politics,윤석열 대통령 부부의 공천 개입 의혹을 수사하는 `명태균 특검법(명태균과 관련한 불법 선거 개입 및 국정농단 사건 등의 진상규명을 위한 특별검사의 임명 등..
politics,한동훈 국민의힘 전 대표가 26일 저서를 출간하면서 12·3 비상계엄 사태 당시 기억을 비롯해 김건희 여사 등이 얽힌 정치권 비화를 공개했다. 윤석열 대통령의..
politics,정치 원로들이 다음 달 5일 서울역에서 범국민 개헌 촉구 서명운동 발대식을 열기로 했다.  전직 국회의장·국무총리·당 대표들로 구성된 `나라를 걱정하는 원..
politics,윤석열 대통령 부부 공천 개입 의혹을 수사하는 이른바 `명태균 특검법`이 야당 주도로 26일 국회 법제사법위원회 전체회의를 통과했다. 국회 법제사법위원회는..
politics,26일 서울YWCA에서 열린 신평 변호사 `시골살이 두런두런` 출판기념회에서 전한길 강사가 강연을 하고 있다.박동욱기자 fufus@dt.co.kr
politics,"尹탄핵소추 최후진술한 정청래 ""비상계엄 때 국회서 `1988년 9월의 밤` 떠올려""""새벽 1시 안기부에 잡혀 호텔 끌려가 4시간 고문""…김근식 ""鄭 자서전 주장뿐""金.."
politics,"26일 서울YWCA에서 열린 신평 변호사 `시골살이 두런두런` 출판기념회에서 조정훈 국민의힘 의원(왼쪽부터), 신 변호사, 김기현, 나경원 국민의힘 의원, 전한길.."
politics,"26일 서울YWCA에서 열린 신평 변호사 `시골살이 두런두런` 출판기념회에서 신 변호사,(왼쪽부터) 김기현, 나경원 국민의힘 의원, 전한길 강사가 자리하고 있다..."
politics,"26일 서울YWCA에서 열린 신평 변호사 `시골살이 두런두런` 출판기념회에서 전한길 강사(왼쪽부터), 신 변호사, 김기현 국민의힘 의원, 박종진 전 앵커가 대화하.."
politics,"26일 서울YWCA에서 열린 신평 변호사 `시골살이 두런두런` 출판기념회에서 신 변호사,(왼쪽부터) 윤상현, 나경원 국민의힘 의원이 자리하고 있다.박동욱기자 fuf.."
